,rate,DateTime,KWH,meters
8617,Std,2012-05-20 21:30:00.0000000,650.4710001,2494
8618,Std,2012-05-20 22:00:00.0000000,572.2619999,2494
8619,Std,2012-05-20 22:30:00.0000000,485.8090002,2494
8620,Std,2012-05-20 23:00:00.0000000,417.0749996,2494
8621,Std,2012-05-20 23:30:00.0000000,356.404,2494
8622,Std,2012-05-21 00:00:00.0000000,324.1430003,2494
8623,Std,2012-05-21 00:30:00.0000000,392.5109994,2492
8624,Std,2012-05-21 01:00:00.0000000,354.9670001,2492
8625,Std,2012-05-21 01:30:00.0000000,325.3890007,2492
8626,Std,2012-05-21 02:00:00.0000000,290.4419998,2492
8627,Std,2012-05-21 02:30:00.0000000,278.0870001,2492
8628,Std,2012-05-21 03:00:00.0000000,269.2999998,2492
8629,Std,2012-05-21 03:30:00.0000000,260.2059999,2492
8630,Std,2012-05-21 04:00:00.0000000,260.3359997,2492
8631,Std,2012-05-21 04:30:00.0000000,293.7790004,2492
8632,Std,2012-05-21 05:00:00.0000000,312.639,2492
8633,Std,2012-05-21 05:30:00.0000000,355.2079999,2492
8634,Std,2012-05-21 06:00:00.0000000,425.2119998,2492
8635,Std,2012-05-21 06:30:00.0000000,500.4160006,2492
8636,Std,2012-05-21 07:00:00.0000000,536.4180002,2492
8637,Std,2012-05-21 07:30:00.0000000,534.7309999,2492
8638,Std,2012-05-21 08:00:00.0000000,495.8469999,2496
8639,Std,2012-05-21 08:30:00.0000000,476.8760004,2509
8640,Std,2012-05-21 09:00:00.0000000,469.5839995,2520
8641,Std,2012-05-21 09:30:00.0000000,456.8560003,2503
8642,Std,2012-05-21 10:00:00.0000000,484.4319996,2531
8643,Std,2012-05-21 10:30:00.0000000,466.218,2541
8644,Std,2012-05-21 11:00:00.0000000,466.111,2547
8645,Std,2012-05-21 11:30:00.0000000,485.6050001,2552
8646,Std,2012-05-21 12:00:00.0000000,482.6950002,2556
8647,Std,2012-05-21 12:30:00.0000000,477.8369997,2562
8648,Std,2012-05-21 13:00:00.0000000,470.658,2565
8649,Std,2012-05-21 13:30:00.0000000,464.0569997,2566
8650,Std,2012-05-21 14:00:00.0000000,468.9760006,2568
8651,Std,2012-05-21 14:30:00.0000000,456.5999995,2570
8652,Std,2012-05-21 15:00:00.0000000,464.9230003,2570
8653,Std,2012-05-21 15:30:00.0000000,478.1249998,2570
8654,Std,2012-05-21 16:00:00.0000000,524.0229999,2570
8655,Std,2012-05-21 16:30:00.0000000,542.594,2570
8656,Std,2012-05-21 17:00:00.0000000,573.6669998,2570
8657,Std,2012-05-21 17:30:00.0000000,624.5900007,2570
8658,Std,2012-05-21 18:00:00.0000000,670.4200007,2570
8659,Std,2012-05-21 18:30:00.0000000,660.1149997,2569
8660,Std,2012-05-21 19:00:00.0000000,658.0100001,2569
8661,Std,2012-05-21 19:30:00.0000000,671.1730004,2569
8662,Std,2012-05-21 20:00:00.0000000,694.8870008,2570
8663,Std,2012-05-21 20:30:00.0000000,709.6990003,2570
8664,Std,2012-05-21 21:00:00.0000000,714.9979999,2570
8665,Std,2012-05-21 21:30:00.0000000,672.3390001,2570
8666,Std,2012-05-21 22:00:00.0000000,608.5830001,2570
8667,Std,2012-05-21 22:30:00.0000000,509.9540002,2570
8668,Std,2012-05-21 23:00:00.0000000,430.5839995,2570
8669,Std,2012-05-21 23:30:00.0000000,359.2929999,2570
8670,Std,2012-05-22 00:00:00.0000000,335.1159999,2570
8671,Std,2012-05-22 00:30:00.0000000,395.4590002,2571
8672,Std,2012-05-22 01:00:00.0000000,359.7759998,2572
8673,Std,2012-05-22 01:30:00.0000000,320.5910001,2572
8674,Std,2012-05-22 02:00:00.0000000,291.4919997,2572
8675,Std,2012-05-22 02:30:00.0000000,273.7380001,2572
8676,Std,2012-05-22 03:00:00.0000000,260.0700001,2572
8677,Std,2012-05-22 03:30:00.0000000,262.8679998,2572
8678,Std,2012-05-22 04:00:00.0000000,269.4059999,2572
8679,Std,2012-05-22 04:30:00.0000000,279.554,2572
8680,Std,2012-05-22 05:00:00.0000000,301.7069997,2572
8681,Std,2012-05-22 05:30:00.0000000,352.8050005,2572
8682,Std,2012-05-22 06:00:00.0000000,414.0339997,2572
8683,Std,2012-05-22 06:30:00.0000000,491.0580003,2572
8684,Std,2012-05-22 07:00:00.0000000,525.6400001,2572
8685,Std,2012-05-22 07:30:00.0000000,515.1179997,2572
8686,Std,2012-05-22 08:00:00.0000000,494.0999996,2575
8687,Std,2012-05-22 08:30:00.0000000,480.7940001,2578
8688,Std,2012-05-22 09:00:00.0000000,480.0959999,2590
8689,Std,2012-05-22 09:30:00.0000000,462.3909997,2596
8690,Std,2012-05-22 10:00:00.0000000,467.25600000000003,2605
8691,Std,2012-05-22 10:30:00.0000000,442.8240003,2613
8692,Std,2012-05-22 11:00:00.0000000,453.9810001,2619
8693,Std,2012-05-22 11:30:00.0000000,456.6009999,2621
8694,Std,2012-05-22 12:00:00.0000000,437.5940004,2628
8695,Std,2012-05-22 12:30:00.0000000,442.365,2634
8696,Std,2012-05-22 13:00:00.0000000,438.1320002,2637
8697,Std,2012-05-22 13:30:00.0000000,421.7499997,2632
8698,Std,2012-05-22 14:00:00.0000000,423.3309997,2640
8699,Std,2012-05-22 14:30:00.0000000,413.8960001,2641
8700,Std,2012-05-22 15:00:00.0000000,427.3710001,2641
8701,Std,2012-05-22 15:30:00.0000000,463.127,2641
8702,Std,2012-05-22 16:00:00.0000000,499.4880006,2641
8703,Std,2012-05-22 16:30:00.0000000,519.2520002,2641
8704,Std,2012-05-22 17:00:00.0000000,551.0130003,2641
8705,Std,2012-05-22 17:30:00.0000000,589.8519999,2641
8706,Std,2012-05-22 18:00:00.0000000,598.7049997,2641
8707,Std,2012-05-22 18:30:00.0000000,600.9519996,2641
8708,Std,2012-05-22 19:00:00.0000000,615.7629997,2641
8709,Std,2012-05-22 19:30:00.0000000,617.728,2641
8710,Std,2012-05-22 20:00:00.0000000,629.2959997,2641
8711,Std,2012-05-22 20:30:00.0000000,670.857,2641
8712,Std,2012-05-22 21:00:00.0000000,681.2970001,2641
8713,Std,2012-05-22 21:30:00.0000000,660.1300002,2641
8714,Std,2012-05-22 22:00:00.0000000,600.8630001,2641
8715,Std,2012-05-22 22:30:00.0000000,517.7240002,2641
8716,Std,2012-05-22 23:00:00.0000000,434.3940002,2641
8717,Std,2012-05-22 23:30:00.0000000,366.6110003,2641
8718,Std,2012-05-23 00:00:00.0000000,329.6410001,2640
8719,Std,2012-05-23 00:30:00.0000000,369.712,2637
8720,Std,2012-05-23 01:00:00.0000000,337.0399997,2637
8721,Std,2012-05-23 01:30:00.0000000,295.3019998,2637
8722,Std,2012-05-23 02:00:00.0000000,276.8029996,2637
8723,Std,2012-05-23 02:30:00.0000000,266.658,2637
8724,Std,2012-05-23 03:00:00.0000000,258.9479998,2637
8725,Std,2012-05-23 03:30:00.0000000,255.9749998,2637
8726,Std,2012-05-23 04:00:00.0000000,263.4790001,2637
8727,Std,2012-05-23 04:30:00.0000000,273.4509999,2637
8728,Std,2012-05-23 05:00:00.0000000,295.4960001,2633
8729,Std,2012-05-23 05:30:00.0000000,343.7960002,2637
8730,Std,2012-05-23 06:00:00.0000000,403.1270002,2637
8731,Std,2012-05-23 06:30:00.0000000,482.9240006,2637
8732,Std,2012-05-23 07:00:00.0000000,523.7259995000001,2637
8733,Std,2012-05-23 07:30:00.0000000,488.5910004,2637
8734,Std,2012-05-23 08:00:00.0000000,478.4390007,2638
8735,Std,2012-05-23 08:30:00.0000000,462.895,2646
8736,Std,2012-05-23 09:00:00.0000000,476.3320004,2653
8737,Std,2012-05-23 09:30:00.0000000,475.7930003,2659
8738,Std,2012-05-23 10:00:00.0000000,461.7480004,2667
8739,Std,2012-05-23 10:30:00.0000000,452.7620002,2671
8740,Std,2012-05-23 11:00:00.0000000,435.443,2675
8741,Std,2012-05-23 11:30:00.0000000,446.9679994,2677
8742,Std,2012-05-23 12:00:00.0000000,455.0990003,2679
8743,Std,2012-05-23 12:30:00.0000000,446.4079999,2682
8744,Std,2012-05-23 13:00:00.0000000,437.6289994,2687
8745,Std,2012-05-23 13:30:00.0000000,434.6820002,2671
8746,Std,2012-05-23 14:00:00.0000000,431.8249999,2688
8747,Std,2012-05-23 14:30:00.0000000,418.6960001,2690
8748,Std,2012-05-23 15:00:00.0000000,439.1290001,2692
8749,Std,2012-05-23 15:30:00.0000000,464.6020001,2693
8750,Std,2012-05-23 16:00:00.0000000,503.5490001,2693
8751,Std,2012-05-23 16:30:00.0000000,531.7829999,2693
8752,Std,2012-05-23 17:00:00.0000000,545.8049997,2691
8753,Std,2012-05-23 17:30:00.0000000,590.6869998,2693
8754,Std,2012-05-23 18:00:00.0000000,607.6869995,2693
8755,Std,2012-05-23 18:30:00.0000000,603.3259997,2693
8756,Std,2012-05-23 19:00:00.0000000,611.8139998,2693
8757,Std,2012-05-23 19:30:00.0000000,609.231001,2693
8758,Std,2012-05-23 20:00:00.0000000,648.7029994,2693
8759,Std,2012-05-23 20:30:00.0000000,676.3869996,2693
8760,Std,2012-05-23 21:00:00.0000000,673.8700005,2693
8761,Std,2012-05-23 21:30:00.0000000,665.2799998,2694
8762,Std,2012-05-23 22:00:00.0000000,604.6380002,2694
8763,Std,2012-05-23 22:30:00.0000000,522.0499998,2694
8764,Std,2012-05-23 23:00:00.0000000,443.6369999,2694
8765,Std,2012-05-23 23:30:00.0000000,378.5389998,2694
8766,Std,2012-05-24 00:00:00.0000000,352.2320003,2694
8767,Std,2012-05-24 00:30:00.0000000,387.2149999,2694
8768,Std,2012-05-24 01:00:00.0000000,345.55,2695
8769,Std,2012-05-24 01:30:00.0000000,311.3640002,2695
8770,Std,2012-05-24 02:00:00.0000000,290.598,2695
8771,Std,2012-05-24 02:30:00.0000000,285.1800001,2695
8772,Std,2012-05-24 03:00:00.0000000,278.6340004,2695
8773,Std,2012-05-24 03:30:00.0000000,273.463,2695
8774,Std,2012-05-24 04:00:00.0000000,275.2110003,2695
8775,Std,2012-05-24 04:30:00.0000000,289.2409997,2695
8776,Std,2012-05-24 05:00:00.0000000,301.5309999,2695
8777,Std,2012-05-24 05:30:00.0000000,356.8419997,2695
8778,Std,2012-05-24 06:00:00.0000000,417.5840002,2695
8779,Std,2012-05-24 06:30:00.0000000,482.7869997,2695
8780,Std,2012-05-24 07:00:00.0000000,516.2150003,2695
8781,Std,2012-05-24 07:30:00.0000000,506.8440003,2695
8782,Std,2012-05-24 08:00:00.0000000,480.9350002,2698
8783,Std,2012-05-24 08:30:00.0000000,469.1600001,2701
8784,Std,2012-05-24 09:00:00.0000000,463.6979998,2693
8785,Std,2012-05-24 09:30:00.0000000,463.3559998,2714
8786,Std,2012-05-24 10:00:00.0000000,460.1329996,2707
8787,Std,2012-05-24 10:30:00.0000000,457.8529997,2711
8788,Std,2012-05-24 11:00:00.0000000,454.6160003,2722
8789,Std,2012-05-24 11:30:00.0000000,471.8990001,2725
8790,Std,2012-05-24 12:00:00.0000000,462.9130001,2728
8791,Std,2012-05-24 12:30:00.0000000,460.1149997,2732
8792,Std,2012-05-24 13:00:00.0000000,446.0820002,2737
8793,Std,2012-05-24 13:30:00.0000000,430.6489998,2739
8794,Std,2012-05-24 14:00:00.0000000,423.4770003,2741
8795,Std,2012-05-24 14:30:00.0000000,422.9199999,2741
8796,Std,2012-05-24 15:00:00.0000000,439.2499998,2741
8797,Std,2012-05-24 15:30:00.0000000,466.0929995,2741
8798,Std,2012-05-24 16:00:00.0000000,499.952,2741
8799,Std,2012-05-24 16:30:00.0000000,535.2299998,2741
8800,Std,2012-05-24 17:00:00.0000000,534.773,2741
8801,Std,2012-05-24 17:30:00.0000000,589.7330005,2741
8802,Std,2012-05-24 18:00:00.0000000,603.173,2741
8803,Std,2012-05-24 18:30:00.0000000,600.6420004,2741
8804,Std,2012-05-24 19:00:00.0000000,590.8249999,2741
8805,Std,2012-05-24 19:30:00.0000000,584.9069999,2741
8806,Std,2012-05-24 20:00:00.0000000,610.917,2741
8807,Std,2012-05-24 20:30:00.0000000,671.0389998,2741
8808,Std,2012-05-24 21:00:00.0000000,680.8869997,2741
8809,Std,2012-05-24 21:30:00.0000000,662.1310001,2741
8810,Std,2012-05-24 22:00:00.0000000,602.8999996,2741
8811,Std,2012-05-24 22:30:00.0000000,533.1170001,2741
8812,Std,2012-05-24 23:00:00.0000000,454.3540001,2741
8813,Std,2012-05-24 23:30:00.0000000,402.2419997,2741
8814,Std,2012-05-25 00:00:00.0000000,358.31,2740
8815,Std,2012-05-25 00:30:00.0000000,394.2189998,2741
8816,Std,2012-05-25 01:00:00.0000000,355.5210001,2741
8817,Std,2012-05-25 01:30:00.0000000,316.626,2741
8818,Std,2012-05-25 02:00:00.0000000,300.5650002,2741
8819,Std,2012-05-25 02:30:00.0000000,289.6450002,2741
8820,Std,2012-05-25 03:00:00.0000000,282.8210002,2741
8821,Std,2012-05-25 03:30:00.0000000,283.0190003,2741
8822,Std,2012-05-25 04:00:00.0000000,287.6090002,2741
8823,Std,2012-05-25 04:30:00.0000000,294.9080002,2741
8824,Std,2012-05-25 05:00:00.0000000,307.4529997,2741
8825,Std,2012-05-25 05:30:00.0000000,344.0820002,2741
8826,Std,2012-05-25 06:00:00.0000000,410.677,2741
8827,Std,2012-05-25 06:30:00.0000000,485.2909991,2741
8828,Std,2012-05-25 07:00:00.0000000,521.3729999,2741
8829,Std,2012-05-25 07:30:00.0000000,508.9309999,2741
8830,Std,2012-05-25 08:00:00.0000000,488.3620001,2745
8831,Std,2012-05-25 08:30:00.0000000,491.6560001,2747
8832,Std,2012-05-25 09:00:00.0000000,498.7339998,2751
8833,Std,2012-05-25 09:30:00.0000000,491.1449998,2755
8834,Std,2012-05-25 10:00:00.0000000,476.2620003,2758
8835,Std,2012-05-25 10:30:00.0000000,461.5860001,2767
8836,Std,2012-05-25 11:00:00.0000000,474.4970005,2770
8837,Std,2012-05-25 11:30:00.0000000,487.5750004,2769
8838,Std,2012-05-25 12:00:00.0000000,484.0640003,2778
8839,Std,2012-05-25 12:30:00.0000000,477.35,2779
8840,Std,2012-05-25 13:00:00.0000000,464.3990002,2781
8841,Std,2012-05-25 13:30:00.0000000,465.8770004,2783
8842,Std,2012-05-25 14:00:00.0000000,459.5250001,2784
8843,Std,2012-05-25 14:30:00.0000000,451.4149999,2784
8844,Std,2012-05-25 15:00:00.0000000,457.4359989,2784
8845,Std,2012-05-25 15:30:00.0000000,483.2810003,2784
8846,Std,2012-05-25 16:00:00.0000000,452.7199998,2409
8847,Std,2012-05-25 16:30:00.0000000,539.2579996,2784
8848,Std,2012-05-25 17:00:00.0000000,553.7129999,2784
8849,Std,2012-05-25 17:30:00.0000000,594.0520001,2784
8850,Std,2012-05-25 18:00:00.0000000,617.1759999,2784
8851,Std,2012-05-25 18:30:00.0000000,611.6660002,2784
8852,Std,2012-05-25 19:00:00.0000000,608.8449996,2784
8853,Std,2012-05-25 19:30:00.0000000,599.4790002,2784
8854,Std,2012-05-25 20:00:00.0000000,605.9099998,2784
8855,Std,2012-05-25 20:30:00.0000000,643.9400001,2784
8856,Std,2012-05-25 21:00:00.0000000,661.808,2784
8857,Std,2012-05-25 21:30:00.0000000,648.8079998,2784
8858,Std,2012-05-25 22:00:00.0000000,604.2909998,2784
8859,Std,2012-05-25 22:30:00.0000000,537.5779997,2784
8860,Std,2012-05-25 23:00:00.0000000,479.1599999,2784
8861,Std,2012-05-25 23:30:00.0000000,432.5249997,2784
8862,Std,2012-05-26 00:00:00.0000000,387.134,2784
8863,Std,2012-05-26 00:30:00.0000000,401.3019999,2760
8864,Std,2012-05-26 01:00:00.0000000,359.3900005,2784
8865,Std,2012-05-26 01:30:00.0000000,326.7710002,2784
8866,Std,2012-05-26 02:00:00.0000000,308.3789998,2784
8867,Std,2012-05-26 02:30:00.0000000,300.0899998,2784
8868,Std,2012-05-26 03:00:00.0000000,288.738,2784
8869,Std,2012-05-26 03:30:00.0000000,283.5840001,2784
8870,Std,2012-05-26 04:00:00.0000000,280.2969997,2784
8871,Std,2012-05-26 04:30:00.0000000,285.1639998,2784
8872,Std,2012-05-26 05:00:00.0000000,302.4679999,2784
8873,Std,2012-05-26 05:30:00.0000000,327.1179999,2784
8874,Std,2012-05-26 06:00:00.0000000,359.9769999,2784
8875,Std,2012-05-26 06:30:00.0000000,405.0629997,2784
8876,Std,2012-05-26 07:00:00.0000000,460.6499998,2784
8877,Std,2012-05-26 07:30:00.0000000,482.4789998,2784
8878,Std,2012-05-26 08:00:00.0000000,511.2120001,2787
8879,Std,2012-05-26 08:30:00.0000000,515.022,2788
8880,Std,2012-05-26 09:00:00.0000000,526.9930003,2789
8881,Std,2012-05-26 09:30:00.0000000,546.2730004,2790
8882,Std,2012-05-26 10:00:00.0000000,548.4119994,2793
8883,Std,2012-05-26 10:30:00.0000000,544.7330004,2795
8884,Std,2012-05-26 11:00:00.0000000,553.7620008,2795
8885,Std,2012-05-26 11:30:00.0000000,554.9110004,2796
8886,Std,2012-05-26 12:00:00.0000000,550.6209995,2796
8887,Std,2012-05-26 12:30:00.0000000,514.1369995,2796
8888,Std,2012-05-26 13:00:00.0000000,505.8749999,2796
8889,Std,2012-05-26 13:30:00.0000000,496.6359998,2796
8890,Std,2012-05-26 14:00:00.0000000,487.3210003,2796
8891,Std,2012-05-26 14:30:00.0000000,483.3510004,2796
8892,Std,2012-05-26 15:00:00.0000000,482.6539995,2796
8893,Std,2012-05-26 15:30:00.0000000,493.7589998,2796
8894,Std,2012-05-26 16:00:00.0000000,513.2530001,2795
8895,Std,2012-05-26 16:30:00.0000000,529.771,2795
8896,Std,2012-05-26 17:00:00.0000000,563.9599997,2795
8897,Std,2012-05-26 17:30:00.0000000,589.8160001,2795
8898,Std,2012-05-26 18:00:00.0000000,576.9530006,2795
8899,Std,2012-05-26 18:30:00.0000000,593.9899993,2795
8900,Std,2012-05-26 19:00:00.0000000,593.9709996,2795
8901,Std,2012-05-26 19:30:00.0000000,582.9430001,2795
8902,Std,2012-05-26 20:00:00.0000000,619.4899996,2796
8903,Std,2012-05-26 20:30:00.0000000,630.4230005000001,2796
8904,Std,2012-05-26 21:00:00.0000000,639.5639997,2796
8905,Std,2012-05-26 21:30:00.0000000,633.9489996,2796
8906,Std,2012-05-26 22:00:00.0000000,590.1730004,2786
8907,Std,2012-05-26 22:30:00.0000000,550.4749996,2794
8908,Std,2012-05-26 23:00:00.0000000,492.5079998,2794
8909,Std,2012-05-26 23:30:00.0000000,440.972,2795
8910,Std,2012-05-27 00:00:00.0000000,394.5639995,2796
8911,Std,2012-05-27 00:30:00.0000000,417.5139995,2789
8912,Std,2012-05-27 01:00:00.0000000,376.6629999,2796
8913,Std,2012-05-27 01:30:00.0000000,333.791,2796
8914,Std,2012-05-27 02:00:00.0000000,307.1459998,2795
8915,Std,2012-05-27 02:30:00.0000000,296.7529999,2796
8916,Std,2012-05-27 03:00:00.0000000,288.619,2796
8917,Std,2012-05-27 03:30:00.0000000,278.6359998,2795
8918,Std,2012-05-27 04:00:00.0000000,278.1460003,2796
8919,Std,2012-05-27 04:30:00.0000000,281.3989999,2796
8920,Std,2012-05-27 05:00:00.0000000,290.204,2796
8921,Std,2012-05-27 05:30:00.0000000,313.762,2796
8922,Std,2012-05-27 06:00:00.0000000,344.083,2796
8923,Std,2012-05-27 06:30:00.0000000,380.784,2796
8924,Std,2012-05-27 07:00:00.0000000,418.396,2796
8925,Std,2012-05-27 07:30:00.0000000,460.9240005,2795
8926,Std,2012-05-27 08:00:00.0000000,501.8120001,2795
8927,Std,2012-05-27 08:30:00.0000000,544.6900001,2795
8928,Std,2012-05-27 09:00:00.0000000,563.2410004,2796
8929,Std,2012-05-27 09:30:00.0000000,566.8149999,2796
8930,Std,2012-05-27 10:00:00.0000000,576.0870002,2796
8931,Std,2012-05-27 10:30:00.0000000,579.488,2796
8932,Std,2012-05-27 11:00:00.0000000,576.189,2796
8933,Std,2012-05-27 11:30:00.0000000,567.485,2796
8934,Std,2012-05-27 12:00:00.0000000,588.6499996,2796
8935,Std,2012-05-27 12:30:00.0000000,572.7560002,2796
8936,Std,2012-05-27 13:00:00.0000000,559.1960004,2796
8937,Std,2012-05-27 13:30:00.0000000,526.9839997,2796
8938,Std,2012-05-27 14:00:00.0000000,517.2909995,2796
8939,Std,2012-05-27 14:30:00.0000000,529.6979998,2796
8940,Std,2012-05-27 15:00:00.0000000,531.8789999,2796
8941,Std,2012-05-27 15:30:00.0000000,540.4860003,2796
8942,Std,2012-05-27 16:00:00.0000000,553.699,2796
8943,Std,2012-05-27 16:30:00.0000000,572.7510002,2796
8944,Std,2012-05-27 17:00:00.0000000,602.8589999,2796
8945,Std,2012-05-27 17:30:00.0000000,617.1089998,2796
8946,Std,2012-05-27 18:00:00.0000000,628.3949988,2796
8947,Std,2012-05-27 18:30:00.0000000,630.9910001,2796
8948,Std,2012-05-27 19:00:00.0000000,638.6550003,2796
8949,Std,2012-05-27 19:30:00.0000000,652.5709999,2796
8950,Std,2012-05-27 20:00:00.0000000,663.7359996,2796
8951,Std,2012-05-27 20:30:00.0000000,690.166,2796
8952,Std,2012-05-27 21:00:00.0000000,704.9020005,2796
8953,Std,2012-05-27 21:30:00.0000000,684.1010001,2792
8954,Std,2012-05-27 22:00:00.0000000,609.6389994,2796
8955,Std,2012-05-27 22:30:00.0000000,539.4279997,2796
8956,Std,2012-05-27 23:00:00.0000000,466.2169998,2796
8957,Std,2012-05-27 23:30:00.0000000,402.8340001,2796
8958,Std,2012-05-28 00:00:00.0000000,368.4380001,2796
8959,Std,2012-05-28 00:30:00.0000000,383.4280006,2793
8960,Std,2012-05-28 01:00:00.0000000,351.4299999,2793
8961,Std,2012-05-28 01:30:00.0000000,321.7670007,2793
8962,Std,2012-05-28 02:00:00.0000000,297.523,2793
8963,Std,2012-05-28 02:30:00.0000000,294.0679999,2793
8964,Std,2012-05-28 03:00:00.0000000,281.9909999,2793
8965,Std,2012-05-28 03:30:00.0000000,276.5989999,2793
8966,Std,2012-05-28 04:00:00.0000000,287.1930001,2788
8967,Std,2012-05-28 04:30:00.0000000,301.0429999,2793
8968,Std,2012-05-28 05:00:00.0000000,314.793,2793
8969,Std,2012-05-28 05:30:00.0000000,368.9099999,2793
8970,Std,2012-05-28 06:00:00.0000000,441.4540003,2793
8971,Std,2012-05-28 06:30:00.0000000,495.4490003,2793
8972,Std,2012-05-28 07:00:00.0000000,519.131,2793
8973,Std,2012-05-28 07:30:00.0000000,519.1409999,2793
8974,Std,2012-05-28 08:00:00.0000000,499.1610001,2793
8975,Std,2012-05-28 08:30:00.0000000,487.7989997,2798
8976,Std,2012-05-28 09:00:00.0000000,483.3099997,2803
8977,Std,2012-05-28 09:30:00.0000000,486.3300001,2807
8978,Std,2012-05-28 10:00:00.0000000,487.3510003,2808
8979,Std,2012-05-28 10:30:00.0000000,476.162,2806
8980,Std,2012-05-28 11:00:00.0000000,472.3420001,2811
8981,Std,2012-05-28 11:30:00.0000000,494.684,2814
8982,Std,2012-05-28 12:00:00.0000000,501.2590002,2820
8983,Std,2012-05-28 12:30:00.0000000,479.7479999,2824
8984,Std,2012-05-28 13:00:00.0000000,477.94,2825
8985,Std,2012-05-28 13:30:00.0000000,468.1079999,2828
8986,Std,2012-05-28 14:00:00.0000000,459.5760003,2828
8987,Std,2012-05-28 14:30:00.0000000,460.7359996,2823
8988,Std,2012-05-28 15:00:00.0000000,468.2859998,2827
8989,Std,2012-05-28 15:30:00.0000000,496.38,2827
8990,Std,2012-05-28 16:00:00.0000000,537.2110006,2827
8991,Std,2012-05-28 16:30:00.0000000,558.5950003,2827
8992,Std,2012-05-28 17:00:00.0000000,578.5059996,2828
8993,Std,2012-05-28 17:30:00.0000000,628.6140003,2828
8994,Std,2012-05-28 18:00:00.0000000,649.8119998,2828
8995,Std,2012-05-28 18:30:00.0000000,641.6070001,2828
8996,Std,2012-05-28 19:00:00.0000000,646.2090003,2828
8997,Std,2012-05-28 19:30:00.0000000,655.5669997,2827
8998,Std,2012-05-28 20:00:00.0000000,676.7080002,2826
8999,Std,2012-05-28 20:30:00.0000000,689.2350002,2827
9000,Std,2012-05-28 21:00:00.0000000,701.109,2827
9001,Std,2012-05-28 21:30:00.0000000,684.4370003,2827
9002,Std,2012-05-28 22:00:00.0000000,619.9500003,2827
9003,Std,2012-05-28 22:30:00.0000000,554.9309997,2826
9004,Std,2012-05-28 23:00:00.0000000,475.9670002,2826
9005,Std,2012-05-28 23:30:00.0000000,416.7510001,2826
9006,Std,2012-05-29 00:00:00.0000000,370.744,2826
9007,Std,2012-05-29 00:30:00.0000000,395.00699960000003,2826
9008,Std,2012-05-29 01:00:00.0000000,351.3919999,2826
9009,Std,2012-05-29 01:30:00.0000000,322.5849997,2826
9010,Std,2012-05-29 02:00:00.0000000,303.7049998,2826
9011,Std,2012-05-29 02:30:00.0000000,295.9920002,2826
9012,Std,2012-05-29 03:00:00.0000000,296.9880001,2826
9013,Std,2012-05-29 03:30:00.0000000,294.8919998,2826
9014,Std,2012-05-29 04:00:00.0000000,295.7069999,2827
9015,Std,2012-05-29 04:30:00.0000000,304.154,2827
9016,Std,2012-05-29 05:00:00.0000000,322.2130002,2826
9017,Std,2012-05-29 05:30:00.0000000,375.2780002,2827
9018,Std,2012-05-29 06:00:00.0000000,438.474,2827
9019,Std,2012-05-29 06:30:00.0000000,490.7859998,2827
9020,Std,2012-05-29 07:00:00.0000000,516.5469998,2827
9021,Std,2012-05-29 07:30:00.0000000,505.0980004,2830
9022,Std,2012-05-29 08:00:00.0000000,485.4660001,2832
9023,Std,2012-05-29 08:30:00.0000000,481.5919998,2822
9024,Std,2012-05-29 09:00:00.0000000,492.2620003,2838
9025,Std,2012-05-29 09:30:00.0000000,476.586,2841
9026,Std,2012-05-29 10:00:00.0000000,479.5350005,2847
9027,Std,2012-05-29 10:30:00.0000000,461.7000002,2849
9028,Std,2012-05-29 11:00:00.0000000,461.4220004,2850
9029,Std,2012-05-29 11:30:00.0000000,477.629,2855
9030,Std,2012-05-29 12:00:00.0000000,466.10599990000003,2858
9031,Std,2012-05-29 12:30:00.0000000,465.164,2860
9032,Std,2012-05-29 13:00:00.0000000,457.7200003,2867
9033,Std,2012-05-29 13:30:00.0000000,478.8749997,2868
9034,Std,2012-05-29 14:00:00.0000000,480.7690001,2868
9035,Std,2012-05-29 14:30:00.0000000,458.0169999,2867
9036,Std,2012-05-29 15:00:00.0000000,467.0689997,2868
9037,Std,2012-05-29 15:30:00.0000000,509.1230002,2868
9038,Std,2012-05-29 16:00:00.0000000,534.7989996,2868
9039,Std,2012-05-29 16:30:00.0000000,577.6000003,2868
9040,Std,2012-05-29 17:00:00.0000000,608.816,2869
9041,Std,2012-05-29 17:30:00.0000000,653.5419998,2869
9042,Std,2012-05-29 18:00:00.0000000,645.6630001,2869
9043,Std,2012-05-29 18:30:00.0000000,665.3290007,2869
9044,Std,2012-05-29 19:00:00.0000000,650.6950002,2869
9045,Std,2012-05-29 19:30:00.0000000,685.7719995,2869
9046,Std,2012-05-29 20:00:00.0000000,662.302,2869
9047,Std,2012-05-29 20:30:00.0000000,673.6139997,2869
9048,Std,2012-05-29 21:00:00.0000000,703.885,2869
9049,Std,2012-05-29 21:30:00.0000000,701.9719996,2869
9050,Std,2012-05-29 22:00:00.0000000,628.497,2835
9051,Std,2012-05-29 22:30:00.0000000,544.1100001,2864
9052,Std,2012-05-29 23:00:00.0000000,474.868,2868
9053,Std,2012-05-29 23:30:00.0000000,413.1239996,2868
9054,Std,2012-05-30 00:00:00.0000000,369.7259998,2868
9055,Std,2012-05-30 00:30:00.0000000,389.248,2869
9056,Std,2012-05-30 01:00:00.0000000,347.8849999,2871
